  2.0090000e+003  7.0000000e+000  1.0000000e+001  0.0000000e+000  0.0000000e+000  1.9100000e+002  3.4858279e+002  8.0429268e+002  1.2440424e+003             NaN             NaN             NaN             NaN  1.4893180e+001  1.0776471e+002  5.4605034e+001             NaN             NaN             NaN             NaN  6.9630923e-001  6.9635058e-001  6.9253514e-001             NaN             NaN             NaN             NaN
  2.0090000e+003  7.0000000e+000  1.0000000e+001  1.0000000e+000  0.0000000e+000  1.9104167e+002  3.3107313e+002  7.8004822e+002  1.1834572e+003  1.5062780e+003  1.7657911e+003             NaN             NaN  1.1890404e+001  8.0514430e+001  8.4615981e+001  1.0413403e+002  1.1157153e+002             NaN             NaN  6.7690588e-001  7.0505834e-001  6.9938225e-001  7.0898567e-001  6.8009732e-001             NaN             NaN
  2.0090000e+003  7.0000000e+000  1.0000000e+001  2.0000000e+000  0.0000000e+000  1.9108333e+002  8.4806112e+001  5.5725809e+002  1.0690916e+003             NaN  1.6845469e+003             NaN             NaN  1.7872265e+001  3.0331864e+001  1.6982455e+002             NaN  7.9001247e+001             NaN             NaN  7.2780220e-001  7.0741587e-001  7.1598722e-001             NaN  7.6181486e-001             NaN             NaN
  2.0090000e+003  7.0000000e+000  1.0000000e+001  3.0000000e+000  0.0000000e+000  1.9112500e+002  9.2354730e+001  5.4565397e+002  1.0881818e+003             NaN  1.5748805e+003  1.7723731e+003             NaN  2.3945170e+001  1.8785368e+001  7.6916852e+001             NaN  2.2841262e+001  1.0129176e+001             NaN  7.2103596e-001  6.8530771e-001  7.2202959e-001             NaN  6.7247847e-001  7.0113559e-001             NaN
  2.0090000e+003  7.0000000e+000  1.0000000e+001  4.0000000e+000  0.0000000e+000  1.9116667e+002  1.1714494e+002             NaN  7.2650925e+002  1.0782839e+003             NaN             NaN             NaN  3.5314009e+001             NaN  1.2526711e+000  1.3233278e+002             NaN             NaN             NaN  7.3996388e-001             NaN  7.1034753e-001  7.2765758e-001             NaN             NaN             NaN
  2.0090000e+003  7.0000000e+000  1.0000000e+001  5.0000000e+000  0.0000000e+000  1.9120833e+002             NaN             NaN  7.2903761e+002  1.0001925e+003  1.3069060e+003             NaN             NaN             NaN             NaN  3.1778336e+001  8.7379649e+001  1.3048992e+002             NaN             NaN             NaN             NaN  7.3773775e-001  7.6040664e-001  7.3634988e-001             NaN             NaN
  2.0090000e+003  7.0000000e+000  1.0000000e+001  6.0000000e+000  0.0000000e+000  1.9125000e+002  1.1464064e+002  7.3105558e+002             NaN             NaN             NaN             NaN             NaN  2.4808675e+001  5.2501147e+001             NaN             NaN             NaN             NaN             NaN  7.9661325e-001  7.4326752e-001             NaN             NaN             NaN             NaN             NaN
  2.0090000e+003  7.0000000e+000  1.0000000e+001  7.0000000e+000  0.0000000e+000  1.9129167e+002  1.0045109e+002  3.3056471e+002  7.4376631e+002  1.1110874e+003             NaN             NaN             NaN  5.0204855e+001  3.2237858e+001  6.1593311e+001  1.3390218e+002             NaN             NaN             NaN  7.5065276e-001  6.9572366e-001  7.2867122e-001  7.6191474e-001             NaN             NaN             NaN
  2.0090000e+003  7.0000000e+000  1.0000000e+001  8.0000000e+000  0.0000000e+000  1.9133333e+002  6.9335986e+001  4.6710477e+002             NaN  1.1770828e+003             NaN             NaN             NaN  5.2123754e+000  6.5876758e+001             NaN  6.7339931e+001             NaN             NaN             NaN  7.6596522e-001  6.9605370e-001             NaN  7.4092209e-001             NaN             NaN             NaN
  2.0090000e+003  7.0000000e+000  1.0000000e+001  9.0000000e+000  0.0000000e+000  1.9137500e+002  7.0833105e+001             NaN             NaN             NaN  1.2628769e+003             NaN             NaN  4.1551302e+000             NaN             NaN             NaN  1.7551575e+001             NaN             NaN  7.5547830e-001             NaN             NaN             NaN  7.9250594e-001             NaN             NaN
  2.0090000e+003  7.0000000e+000  1.0000000e+001  1.0000000e+001  0.0000000e+000  1.9141667e+002             NaN  5.1385765e+002             NaN             NaN             NaN             NaN             NaN             NaN  4.8712600e+001             NaN             NaN             NaN             NaN             NaN             NaN  6.8410616e-001             NaN             NaN             NaN             NaN             NaN
  2.0090000e+003  7.0000000e+000  1.0000000e+001  1.1000000e+001  0.0000000e+000  1.9145833e+002  7.2775944e+001  5.1861025e+002             NaN             NaN  1.1774827e+003             NaN             NaN  1.0737091e+001  9.1532995e+001             NaN             NaN  8.9287839e+001             NaN             NaN  7.8574115e-001  6.9365705e-001             NaN             NaN  7.5522562e-001             NaN             NaN
